	source	book	book_number	chapter	starting_verse	ending_verse	ten_commandments	hammurabi_law	hammurabi_epilogue	preamble	article	bill_of_rights	amendment	ethic
615	Quran			5	8		False	False	False	False	False	False	False	O you who believe! Be upright to God, witnessing with justice; and let not the hatred of a certain people prevent you from acting justly. Adhere to justice, for that is nearer to piety; and fear God. God is informed of what you do.
616	Quran			5	90		False	False	False	False	False	False	False	O you who believe! Intoxicants, gambling, idolatry, and divination are abominations of Satan’s doing. Avoid them, so that you may prosper.
617	Quran			6	108		False	False	False	False	False	False	False	Do not insult those they call upon besides God, lest they insult God out of hostility and ignorance. We made attractive to every community their deeds. Then to their Lord is their return, and He will inform them of what they used to do.
618	Quran			6	152		False	False	False	False	False	False	False	And do not come near the property of the orphan, except with the best intentions, until he reaches maturity. And give full weight and full measure, equitably. We do not burden any soul beyond its capacity. And when you speak, be fair, even if it concerns a close relative. And fulfill your covenant with God. All this He has enjoined upon you, so that you may take heed.
619	Quran			7	13		False	False	False	False	False	False	False	He said, “Get down from it! It is not for you to act arrogantly in it. Get out! You are one of the lowly!”
620	Quran			7	31		False	False	False	False	False	False	False	O Children of Adam! Dress properly at every place of worship, and eat and drink, but do not be excessive. He does not love the excessive.
621	Quran			7	199		False	False	False	False	False	False	False	Be tolerant, and command decency, and avoid the ignorant.
622	Quran			8	63		False	False	False	False	False	False	False	And He united their hearts. Had you spent everything on earth, you would not have united their hearts, but God united them together. He is Mighty and Wise.
623	Quran			9	6		False	False	False	False	False	False	False	And if anyone of the polytheists asks you for protection, give him protection so that he may hear the Word of God; then escort him to his place of safety. That is because they are a people who do not know.
624	Quran			9	108		False	False	False	False	False	False	False	Do not stand in it, ever. A mosque founded upon piety from the first day is worthier of your standing in it. In it are men who love to be purified. God loves those who purify themselves.
625	Quran			10	58		False	False	False	False	False	False	False	Say, “In God’s grace and mercy let them rejoice. That is better than what they hoard.”
626	Quran			12	87		False	False	False	False	False	False	False	“O my sons, go and inquire about Joseph and his brother, and do not despair of God's comfort. None despairs of God's comfort except the disbelieving people.”
627	Quran			13	28		False	False	False	False	False	False	False	Those who believe, and whose hearts find comfort in the remembrance of God. Surely, it is in the remembrance of God that hearts find comfort.”
628	Quran			13	29		False	False	False	False	False	False	False	For those who believe and do righteous deeds—for them is happiness and a beautiful return.
629	Quran			16	78		False	False	False	False	False	False	False	God brought you out of your mothers’ wombs, not knowing anything; and He gave you the hearing, and the eyesight, and the brains; that you may give thanks.
630	Quran			16	119		False	False	False	False	False	False	False	But towards those who do wrongs in ignorance, and then repent afterwards and reform, your Lord thereafter is Forgiving and Merciful.
631	Quran			16	125		False	False	False	False	False	False	False	Invite to the way of your Lord with wisdom and good advice, and debate with them in the most dignified manner. Your Lord is aware of those who stray from His path, and He is aware of those who are guided.
632	Quran			17	15		False	False	False	False	False	False	False	Whoever is guided—is guided for his own good. And whoever goes astray—goes astray to his detriment. No burdened soul carries the burdens of another, nor do We ever punish until We have sent a messenger.
633	Quran			17	23		False	False	False	False	False	False	False	Your Lord has commanded that you worship none but Him, and that you be good to your parents. If either of them or both of them reach old age with you, do not say to them a word of disrespect, nor scold them, but say to them kind words.
634	Quran			17	29		False	False	False	False	False	False	False	And do not keep your hand tied to your neck, nor spread it out fully, lest you end up liable and regretful.
635	Quran			17	31		False	False	False	False	False	False	False	And do not kill your children for fear of poverty. We provide for them, and for you. Killing them is a grave sin.
636	Quran			17	32		False	False	False	False	False	False	False	And do not come near adultery. It is immoral, and an evil way.
637	Quran			20	44		False	False	False	False	False	False	False	But speak to him nicely. Perhaps he will remember, or have some fear.”
638	Quran			21	90		False	False	False	False	False	False	False	So We answered him, and gave him John. And We cured his wife for him. They used to vie in doing righteous deeds, and used to call on Us in love and awe, and they used to humble themselves to Us.
639	Quran			23	3		False	False	False	False	False	False	False	Those who avoid nonsense.
640	Quran			23	5		False	False	False	False	False	False	False	Those who safeguard their chastity.
641	Quran			24	27		False	False	False	False	False	False	False	O you who believe! Do not enter homes other than your own, until you have asked permission and greeted their occupants. That is better for you, that you may be aware.
642	Quran			24	55		False	False	False	False	False	False	False	God has promised those of you who believe and do righteous deeds, that He will make them successors on earth, as He made those before them successors, and He will establish for them their religion—which He has approved for them—and He will substitute security in place of their fear. They worship Me, never associating anything with Me. But whoever disbelieves after that—these are the sinners.
643	Quran			24	58		False	False	False	False	False	False	False	O you who believe! Permission must be requested by your servants and those of you who have not reached puberty. On three occasions: before the Dawn Prayer, and at noon when you change your clothes, and after the Evening Prayer. These are three occasions of privacy for you. At other times, it is not wrong for you or them to intermingle with one another. God thus clarifies the revelations for you. God is Knowledgeable and Wise.
644	Quran			25	63		False	False	False	False	False	False	False	The servants of the Merciful are those who walk the earth in humility, and when the ignorant address them, they say, “Peace.”
645	Quran			28	77		False	False	False	False	False	False	False	But seek, with what God has given you, the Home of the Hereafter, and do not neglect your share of this world. And be charitable, as God has been charitable to you. And do not seek corruption in the land. God does not like the seekers of corruption.”
646	Quran			28	88		False	False	False	False	False	False	False	And do not invoke with God any other god. There is no god but He. All things perish, except His presence. His is the judgment, and to Him you will be returned.
647	Quran			29	29		False	False	False	False	False	False	False	You approach men, and cut off the way, and commit lewdness in your gatherings.” But the only response from his people was to say, “Bring upon us God’s punishment, if you are truthful.”
648	Quran			31	4		False	False	False	False	False	False	False	Those who observe the prayer, and pay the obligatory charity, and are certain of the Hereafter.
649	Quran			31	17		False	False	False	False	False	False	False	O my son, observe the prayer, advocate righteousness, forbid evil, and be patient over what has befallen you. These are of the most honorable traits.
650	Quran			31	19		False	False	False	False	False	False	False	And moderate your stride, and lower your voice. The most repulsive of voices is the donkey’s voice.”
651	Quran			33	33		False	False	False	False	False	False	False	And settle in your homes; and do not display yourselves, as in the former days of ignorance. And perform the prayer, and give regular charity, and obey God and His Messenger. God desires to remove all impurity from you, O People of the Household, and to purify you thoroughly.
652	Quran			39	53		False	False	False	False	False	False	False	Say, “O My servants who have transgressed against themselves: do not despair of God’s mercy, for God forgives all sins. He is indeed the Forgiver, the Clement.”
653	Quran			41	34		False	False	False	False	False	False	False	Good and evil are not equal. Repel evil with good, and the person who was your enemy becomes like an intimate friend.
654	Quran			42	38		False	False	False	False	False	False	False	And those who respond to their Lord, and pray regularly, and conduct their affairs by mutual consultation, and give of what We have provided them.
655	Quran			49	9		False	False	False	False	False	False	False	If two groups of believers fight each other, reconcile between them. But if one group aggresses against the other, fight the aggressing group until it complies with God’s command. Once it has complied, reconcile between them with justice, and be equitable. God loves the equitable.
656	Quran			49	11		False	False	False	False	False	False	False	O you who believe! No people shall ridicule other people, for they may be better than they. Nor shall any women ridicule other women, for they may be better than they. Nor shall you slander one another, nor shall you insult one another with names. Evil is the return to wickedness after having attained faith. Whoever does not repent—these are the wrongdoers.
657	Quran			49	12		False	False	False	False	False	False	False	O you who believe! Avoid most suspicion—some suspicion is sinful. And do not spy on one another, nor backbite one another. Would any of you like to eat the flesh of his dead brother? You would detest it. So remain mindful of God. God is Most Relenting, Most Merciful.
658	Quran			49	13		False	False	False	False	False	False	False	O people! We created you from a male and a female, and made you races and tribes, that you may know one another. The best among you in the sight of God is the most righteous. God is All-Knowing, Well-Experienced.
659	Quran			51	26		False	False	False	False	False	False	False	Then he slipped away to his family, and brought a fatted calf.
660	Quran			57	7		False	False	False	False	False	False	False	Believe in God and His Messenger, and spend from what He made you inherit. Those among you who believe and give will have a great reward.
661	Quran			57	27		False	False	False	False	False	False	False	Then We sent in their wake Our messengers, and followed up with Jesus son of Mary, and We gave him the Gospel, and instilled in the hearts of those who followed him compassion and mercy. But as for the monasticism which they invented—We did not ordain it for them—only to seek God’s approval. But they did not observe it with its due observance. So We gave those of them who believed their reward, but many of them are sinful.
662	Quran			58	11		False	False	False	False	False	False	False	O you who believe! When you are told to make room in your gatherings, make room; God will make room for you. And when you are told to disperse, disperse. God elevates those among you who believe, and those given knowledge, many steps. God is Aware of what you do.
663	Quran			60	8		False	False	False	False	False	False	False	As for those who have not fought against you for your religion, nor expelled you from your homes, God does not prohibit you from dealing with them kindly and equitably. God loves the equitable.
664	Quran			64	16		False	False	False	False	False	False	False	So be conscious of God as much as you can, and listen, and obey, and give for your own good. He who is protected from his stinginess—these are the prosperous.
665	Quran			90	17		False	False	False	False	False	False	False	Then he becomes of those who believe, and advise one another to patience, and advise one another to kindness.
666	Quran			91	10		False	False	False	False	False	False	False	Failing is he who corrupts it.
667	Quran			93	10		False	False	False	False	False	False	False	Nor rebuff the seeker.
668	Quran			107	3		False	False	False	False	False	False	False	And does not encourage the feeding of the poor.
669	Last sermon			1	1		False	False	False	False	False	False	False	O People! Lend me an attentive ear, for I know not whether after this year I shall ever be amongst you again. Therefore, listen carefully to what I am saying and take these words to those who could not be present here today.
670	Last sermon			1	2		False	False	False	False	False	False	False	O People! just as you regard this month, this day ,this city as sacred ,so regard the life and property of every Muslim a sacred trust. Return the goods entrusted to you to their rightful owners. Hurt no one so that no one may hurt you. Remember that you will indeed meet your Lord, and that he will indeed reckon your deeds.
671	Last sermon			1	3		False	False	False	False	False	False	False	Allah has forbidden you to take usury, therefore all interest obligation shall henceforth be waived. Your capital is yours to keep .You will neither inflict nor suffer any inequality. Allah has judged that there shall be no interest and that all interest due to Abbas Ibn 'Aal-Muttalib be waived.
672	Last sermon			1	4		False	False	False	False	False	False	False	Every right arising out of homicide in pre-Islamic days is henceforth waived and the first such right that I waive is that arising from the murder of Rabiah ibni al-Harithiah.
673	Last sermon			1	5		False	False	False	False	False	False	False	O men! the unbelievers indulge in tampering with the calendar in order to make permissible that which Allah forbade, and to prohibit what Allah has made permissible. With Allah the months are twelve in number. Four of them are holy, there are sucessive and one occurs singly between the months of Jumada and Shaban.
674	Last sermon			1	6		False	False	False	False	False	False	False	Beware of Satan, for the safety of your religion. He has lost all hope that he will be able to lead you astray in big things so beware of following him in small things.
675	Last sermon			1	7		False	False	False	False	False	False	False	O People it is true that you have certain rights with regard to your women but they also have rights over you. Remember that you have taken them as your wives only under Allah's trust and with His permission. If they abide by your right then to them belongs the right to be fed and clothed in kindness. Do treat your women well and be kind to them for they are your partners and committed helpers. And it is your right that they do not make friends with any one of whom you do not approve, as well never to be unchaste.
676	Last sermon			1	8		False	False	False	False	False	False	False	O People! listen to me in earnest, worship Allah, say your five daily prayers, fast during month of Ramadan, and give your wealth in Zakat .Perform Haj if you can afford it.
677	Last sermon			1	9		False	False	False	False	False	False	False	All mankind is from Adam and Eve, an Arab has no superiority over a non-Arab nor a non-Arab has any superiority over an Arab; also a White has no superiority over a Black nor a Black has any superiority over a White except by piety and good action. Learn that every Muslim is a brother to every Muslim and that the Muslims constitute one brotherhood. Nothing shall be legitimate to a Muslim which belongs to a fellow Muslim unless it was given freely and willingly.
678	Last sermon			1	10		False	False	False	False	False	False	False	Do not therefore do injustice to yourselves. Remember one day you will meet Allah and answer your deeds. So beware, do not astray from the path of righteousness after I am gone.
679	Last sermon			1	11		False	False	False	False	False	False	False	O People! No Prophet or apostle will come after me and no new faith will be born. Reason well, therefore O People! and understand words that I convey to you. I leave behind me two things, the Quran and the Sunnah and if you follow these you will never go astray.
680	Last sermon			1	12		False	False	False	False	False	False	False	All those who listen to me shall pass on my words to others and those to others again; and may the last ones understand my words better than those who listen to me directly.
681	Last sermon			1	13		False	False	False	False	False	False	False	O Allah, be my witness, that I have conveyed your message to Your people.
682	Hammurabi code						False	True	False	False	False	False	False	If any one ensnare another, putting a ban upon him, but he can not prove it, then he that ensnared him shall be put to death.
683	Hammurabi code						False	True	False	False	False	False	False	If any one bring an accusation against a man, and the accused go to the river and leap into the river, if he sink in the river his accuser shall take possession of his house. But if the river prove that the accused is not guilty, and he escape unhurt, then he who had brought the accusation shall be put to death, while he who leaped into the river shall take possession of the house that had belonged to his accuser.
684	Hammurabi code						False	True	False	False	False	False	False	If any one bring an accusation of any crime before the elders, and does not prove what he has charged, he shall, if it be a capital offense charged, be put to death.
685	Hammurabi code						False	True	False	False	False	False	False	If he satisfy the elders to impose a fine of grain or money, he shall receive the fine that the action produces.
686	Hammurabi code						False	True	False	False	False	False	False	If a judge try a case, reach a decision, and present his judgment in writing; if later error shall appear in his decision, and it be through his own fault, then he shall pay twelve times the fine set by him in the case, and he shall be publicly removed from the judge's bench, and never again shall he sit there to render judgement.
687	Hammurabi code						False	True	False	False	False	False	False	If any one steal the property of a temple or of the court, he shall be put to death, and also the one who receives the stolen thing from him shall be put to death.
688	Hammurabi code						False	True	False	False	False	False	False	If any one buy from the son or the slave of another man, without witnesses or a contract, silver or gold, a male or female slave, an ox or a sheep, an ass or anything, or if he take it in charge, he is considered a thief and shall be put to death.
689	Hammurabi code						False	True	False	False	False	False	False	If any one steal cattle or sheep, or an ass, or a pig or a goat, if it belong to a god or to the court, the thief shall pay thirtyfold therefor; if they belonged to a freed man of the king he shall pay tenfold; if the thief has nothing with which to pay he shall be put to death.
690	Hammurabi code						False	True	False	False	False	False	False	"If any one lose an article, and find it in the possession of another: if the person in whose possession the thing is found say ""A merchant sold it to me, I paid for it before witnesses,"" and if the owner of the thing say, ""I will bring witnesses who know my property,"" then shall the purchaser bring the merchant who sold it to him, and the witnesses before whom he bought it, and the owner shall bring witnesses who can identify his property. The judge shall examine their testimony--both of the witnesses before whom the price was paid, and of the witnesses who identify the lost article on oath. The merchant is then proved to be a thief and shall be put to death. The owner of the lost article receives his property, and he who bought it receives the money he paid from the estate of the merchant."
691	Hammurabi code						False	True	False	False	False	False	False	If the purchaser does not bring the merchant and the witnesses before whom he bought the article, but its owner bring witnesses who identify it, then the buyer is the thief and shall be put to death, and the owner receives the lost article.
692	Hammurabi code						False	True	False	False	False	False	False	If the owner do not bring witnesses to identify the lost article, he is an evil-doer, he has traduced, and shall be put to death.
693	Hammurabi code						False	True	False	False	False	False	False	If the witnesses be not at hand, then shall the judge set a limit, at the expiration of six months. If his witnesses have not appeared within the six months, he is an evil-doer, and shall bear the fine of the pending case.
694	Hammurabi code						False	True	False	False	False	False	False	If any one steal the minor son of another, he shall be put to death.
695	Hammurabi code						False	True	False	False	False	False	False	If any one take a male or female slave of the court, or a male or female slave of a freed man, outside the city gates, he shall be put to death.
696	Hammurabi code						False	True	False	False	False	False	False	If any one receive into his house a runaway male or female slave of the court, or of a freedman, and does not bring it out at the public proclamation of the major domus, the master of the house shall be put to death.
697	Hammurabi code						False	True	False	False	False	False	False	If any one find runaway male or female slaves in the open country and bring them to their masters, the master of the slaves shall pay him two shekels of silver.
698	Hammurabi code						False	True	False	False	False	False	False	If the slave will not give the name of the master, the finder shall bring him to the palace; a further investigation must follow, and the slave shall be returned to his master.
699	Hammurabi code						False	True	False	False	False	False	False	If he hold the slaves in his house, and they are caught there, he shall be put to death.
700	Hammurabi code						False	True	False	False	False	False	False	If the slave that he caught run away from him, then shall he swear to the owners of the slave, and he is free of all blame.
701	Hammurabi code						False	True	False	False	False	False	False	If any one break a hole into a house (break in to steal), he shall be put to death before that hole and be buried.
702	Hammurabi code						False	True	False	False	False	False	False	If any one is committing a robbery and is caught, then he shall be put to death.
703	Hammurabi code						False	True	False	False	False	False	False	If the robber is not caught, then shall he who was robbed claim under oath the amount of his loss; then shall the community, and . . . on whose ground and territory and in whose domain it was compensate him for the goods stolen.
704	Hammurabi code						False	True	False	False	False	False	False	If persons are stolen, then shall the community and . . . pay one mina of silver to their relatives.
705	Hammurabi code						False	True	False	False	False	False	False	If fire break out in a house, and some one who comes to put it out cast his eye upon the property of the owner of the house, and take the property of the master of the house, he shall be thrown into that self-same fire.
706	Hammurabi code						False	True	False	False	False	False	False	If a chieftain or a man (common soldier), who has been ordered to go upon the king's highway for war does not go, but hires a mercenary, if he withholds the compensation, then shall this officer or man be put to death, and he who represented him shall take possession of his house.
707	Hammurabi code						False	True	False	False	False	False	False	If a chieftain or man be caught in the misfortune of the king (captured in battle), and if his fields and garden be given to another and he take possession, if he return and reaches his place, his field and garden shall be returned to him, he shall take it over again.
708	Hammurabi code						False	True	False	False	False	False	False	If a chieftain or a man be caught in the misfortune of a king, if his son is able to enter into possession, then the field and garden shall be given to him, he shall take over the fee of his father.
709	Hammurabi code						False	True	False	False	False	False	False	If his son is still young, and can not take possession, a third of the field and garden shall be given to his mother, and she shall bring him up.
710	Hammurabi code						False	True	False	False	False	False	False	If a chieftain or a man leave his house, garden, and field and hires it out, and some one else takes possession of his house, garden, and field and uses it for three years: if the first owner return and claims his house, garden, and field, it shall not be given to him, but he who has taken possession of it and used it shall continue to use it.
711	Hammurabi code						False	True	False	False	False	False	False	If he hire it out for one year and then return, the house, garden, and field shall be given back to him, and he shall take it over again.
712	Hammurabi code						False	True	False	False	False	False	False	"If a chieftain or a man is captured on the ""Way of the King"" (in war), and a merchant buy him free, and bring him back to his place; if he have the means in his house to buy his freedom, he shall buy himself free: if he have nothing in his house with which to buy himself free, he shall be bought free by the temple of his community; if there be nothing in the temple with which to buy him free, the court shall buy his freedom. His field, garden, and house shall not be given for the purchase of his freedom."
713	Hammurabi code						False	True	False	False	False	False	False	"If a . . . or a . . . enter himself as withdrawn from the ""Way of the King,"" and send a mercenary as substitute, but withdraw him, then the . . . or . . . shall be put to death."
714	Hammurabi code						False	True	False	False	False	False	False	If a . . . or a . . . harm the property of a captain, injure the captain, or take away from the captain a gift presented to him by the king, then the . . . or . . . shall be put to death.
715	Hammurabi code						False	True	False	False	False	False	False	If any one buy the cattle or sheep which the king has given to chieftains from him, he loses his money.
716	Hammurabi code						False	True	False	False	False	False	False	The field, garden, and house of a chieftain, of a man, or of one subject to quit-rent, can not be sold.
717	Hammurabi code						False	True	False	False	False	False	False	If any one buy the field, garden, and house of a chieftain, man, or one subject to quit-rent, his contract tablet of sale shall be broken (declared invalid) and he loses his money. The field, garden, and house return to their owners.
718	Hammurabi code						False	True	False	False	False	False	False	A chieftain, man, or one subject to quit-rent can not assign his tenure of field, house, and garden to his wife or daughter, nor can he assign it for a debt.
719	Hammurabi code						False	True	False	False	False	False	False	He may, however, assign a field, garden, or house which he has bought, and holds as property, to his wife or daughter or give it for debt.
720	Hammurabi code						False	True	False	False	False	False	False	He may sell field, garden, and house to a merchant (royal agents) or to any other public official, the buyer holding field, house, and garden for its usufruct.
721	Hammurabi code						False	True	False	False	False	False	False	If any one fence in the field, garden, and house of a chieftain, man, or one subject to quit-rent, furnishing the palings therefor; if the chieftain, man, or one subject to quit-rent return to field, garden, and house, the palings which were given to him become his property.
722	Hammurabi code						False	True	False	False	False	False	False	If any one take over a field to till it, and obtain no harvest therefrom, it must be proved that he did no work on the field, and he must deliver grain, just as his neighbor raised, to the owner of the field.
723	Hammurabi code						False	True	False	False	False	False	False	If he do not till the field, but let it lie fallow, he shall give grain like his neighbor's to the owner of the field, and the field which he let lie fallow he must plow and sow and return to its owner.
724	Hammurabi code						False	True	False	False	False	False	False	If any one take over a waste-lying field to make it arable, but is lazy, and does not make it arable, he shall plow the fallow field in the fourth year, harrow it and till it, and give it back to its owner, and for each ten gan (a measure of area) ten gur of grain shall be paid.
725	Hammurabi code						False	True	False	False	False	False	False	If a man rent his field for tillage for a fixed rental, and receive the rent of his field, but bad weather come and destroy the harvest, the injury falls upon the tiller of the soil.
726	Hammurabi code						False	True	False	False	False	False	False	If he do not receive a fixed rental for his field, but lets it on half or third shares of the harvest, the grain on the field shall be divided proportionately between the tiller and the owner.
727	Hammurabi code						False	True	False	False	False	False	False	If the tiller, because he did not succeed in the first year, has had the soil tilled by others, the owner may raise no objection; the field has been cultivated and he receives the harvest according to agreement.
728	Hammurabi code						False	True	False	False	False	False	False	If any one owe a debt for a loan, and a storm prostrates the grain, or the harvest fail, or the grain does not grow for lack of water; in that year he need not give his creditor any grain, he washes his debt-tablet in water and pays no rent for this year.
729	Hammurabi code						False	True	False	False	False	False	False	If any one take money from a merchant, and give the merchant a field tillable for corn or sesame and order him to plant corn or sesame in the field, and to harvest the crop; if the cultivator plant corn or sesame in the field, at the harvest the corn or sesame that is in the field shall belong to the owner of the field and he shall pay corn as rent, for the money he received from the merchant, and the livelihood of the cultivator shall he give to the merchant.
730	Hammurabi code						False	True	False	False	False	False	False	If he give a cultivated corn-field or a cultivated sesame-field, the corn or sesame in the field shall belong to the owner of the field, and he shall return the money to the merchant as rent.
731	Hammurabi code						False	True	False	False	False	False	False	If he have no money to repay, then he shall pay in corn or sesame in place of the money as rent for what he received from the merchant, according to the royal tariff.
732	Hammurabi code						False	True	False	False	False	False	False	If the cultivator do not plant corn or sesame in the field, the debtor's contract is not weakened.
733	Hammurabi code						False	True	False	False	False	False	False	If any one be too lazy to keep his dam in proper condition, and does not so keep it; if then the dam break and all the fields be flooded, then shall he in whose dam the break occurred be sold for money, and the money shall replace the corn which he has caused to be ruined.
734	Hammurabi code						False	True	False	False	False	False	False	If he be not able to replace the corn, then he and his possessions shall be divided among the farmers whose corn he has flooded.
735	Hammurabi code						False	True	False	False	False	False	False	If any one open his ditches to water his crop, but is careless, and the water flood the field of his neighbor, then he shall pay his neighbor corn for his loss.
736	Hammurabi code						False	True	False	False	False	False	False	If a man let in the water, and the water overflow the plantation of his neighbor, he shall pay ten gur of corn for every ten gan of land.
737	Hammurabi code						False	True	False	False	False	False	False	If a shepherd, without the permission of the owner of the field, and without the knowledge of the owner of the sheep, lets the sheep into a field to graze, then the owner of the field shall harvest his crop, and the shepherd, who had pastured his flock there without permission of the owner of the field, shall pay to the owner twenty gur of corn for every ten gan.
738	Hammurabi code						False	True	False	False	False	False	False	If after the flocks have left the pasture and been shut up in the common fold at the city gate, any shepherd let them into a field and they graze there, this shepherd shall take possession of the field which he has allowed to be grazed on, and at the harvest he must pay sixty gur of corn for every ten gan.
739	Hammurabi code						False	True	False	False	False	False	False	If any man, without the knowledge of the owner of a garden, fell a tree in a garden he shall pay half a mina in money.
740	Hammurabi code						False	True	False	False	False	False	False	If any one give over a field to a gardener, for him to plant it as a garden, if he work at it, and care for it for four years, in the fifth year the owner and the gardener shall divide it, the owner taking his part in charge.
741	Hammurabi code						False	True	False	False	False	False	False	If the gardener has not completed the planting of the field, leaving one part unused, this shall be assigned to him as his.
742	Hammurabi code						False	True	False	False	False	False	False	If he do not plant the field that was given over to him as a garden, if it be arable land (for corn or sesame) the gardener shall pay the owner the produce of the field for the years that he let it lie fallow, according to the product of neighboring fields, put the field in arable condition and return it to its owner.
743	Hammurabi code						False	True	False	False	False	False	False	If he transform waste land into arable fields and return it to its owner, the latter shall pay him for one year ten gur for ten gan.
744	Hammurabi code						False	True	False	False	False	False	False	If any one hand over his garden to a gardener to work, the gardener shall pay to its owner two-thirds of the produce of the garden, for so long as he has it in possession, and the other third shall he keep.
745	Hammurabi code						False	True	False	False	False	False	False	If the gardener do not work in the garden and the product fall off, the gardener shall pay in proportion to other neighboring gardens. [Here a portion of the text is missing, apparently comprising thirty-four paragraphs.]
746	Hammurabi code						False	True	False	False	False	False	False	. . . interest for the money, as much as he has received, he shall give a note therefor, and on the day, when they settle, pay to the merchant.
747	Hammurabi code						False	True	False	False	False	False	False	If there are no mercantile arrangements in the place whither he went, he shall leave the entire amount of money which he received with the broker to give to the merchant.
748	Hammurabi code						False	True	False	False	False	False	False	If a merchant entrust money to an agent (broker) for some investment, and the broker suffer a loss in the place to which he goes, he shall make good the capital to the merchant.
749	Hammurabi code						False	True	False	False	False	False	False	If, while on the journey, an enemy take away from him anything that he had, the broker shall swear by God and be free of obligation.
750	Hammurabi code						False	True	False	False	False	False	False	If a merchant give an agent corn, wool, oil, or any other goods to transport, the agent shall give a receipt for the amount, and compensate the merchant therefor. Then he shall obtain a receipt form the merchant for the money that he gives the merchant.
751	Hammurabi code						False	True	False	False	False	False	False	If the agent is careless, and does not take a receipt for the money which he gave the merchant, he can not consider the unreceipted money as his own.
752	Hammurabi code						False	True	False	False	False	False	False	If the agent accept money from the merchant, but have a quarrel with the merchant (denying the receipt), then shall the merchant swear before God and witnesses that he has given this money to the agent, and the agent shall pay him three times the sum.
753	Hammurabi code						False	True	False	False	False	False	False	If the merchant cheat the agent, in that as the latter has returned to him all that had been given him, but the merchant denies the receipt of what had been returned to him, then shall this agent convict the merchant before God and the judges, and if he still deny receiving what the agent had given him shall pay six times the sum to the agent.
754	Hammurabi code						False	True	False	False	False	False	False	If a tavern-keeper (feminine) does not accept corn according to gross weight in payment of drink, but takes money, and the price of the drink is less than that of the corn, she shall be convicted and thrown into the water.
755	Hammurabi code						False	True	False	False	False	False	False	If conspirators meet in the house of a tavern-keeper, and these conspirators are not captured and delivered to the court, the tavern-keeper shall be put to death.
756	Hammurabi code						False	True	False	False	False	False	False	"If a ""sister of a god"" open a tavern, or enter a tavern to drink, then shall this woman be burned to death."
757	Hammurabi code						False	True	False	False	False	False	False	If an inn-keeper furnish sixty ka of usakani-drink to . . . she shall receive fifty ka of corn at the harvest.
758	Hammurabi code						False	True	False	False	False	False	False	If any one be on a journey and entrust silver, gold, precious stones, or any movable property to another, and wish to recover it from him; if the latter do not bring all of the property to the appointed place, but appropriate it to his own use, then shall this man, who did not bring the property to hand it over, be convicted, and he shall pay fivefold for all that had been entrusted to him.
759	Hammurabi code						False	True	False	False	False	False	False	If any one have consignment of corn or money, and he take from the granary or box without the knowledge of the owner, then shall he who took corn without the knowledge of the owner out of the granary or money out of the box be legally convicted, and repay the corn he has taken. And he shall lose whatever commission was paid to him, or due him.
760	Hammurabi code						False	True	False	False	False	False	False	If a man have no claim on another for corn and money, and try to demand it by force, he shall pay one-third of a mina of silver in every case.
761	Hammurabi code						False	True	False	False	False	False	False	If any one have a claim for corn or money upon another and imprison him; if the prisoner die in prison a natural death, the case shall go no further.
762	Hammurabi code						False	True	False	False	False	False	False	If the prisoner die in prison from blows or maltreatment, the master of the prisoner shall convict the merchant before the judge. If he was a free-born man, the son of the merchant shall be put to death; if it was a slave, he shall pay one-third of a mina of gold, and all that the master of the prisoner gave he shall forfeit.
763	Hammurabi code						False	True	False	False	False	False	False	If any one fail to meet a claim for debt, and sell himself, his wife, his son, and daughter for money or give them away to forced labor: they shall work for three years in the house of the man who bought them, or the proprietor, and in the fourth year they shall be set free.
764	Hammurabi code						False	True	False	False	False	False	False	If he give a male or female slave away for forced labor, and the merchant sublease them, or sell them for money, no objection can be raised.
765	Hammurabi code						False	True	False	False	False	False	False	If any one fail to meet a claim for debt, and he sell the maid servant who has borne him children, for money, the money which the merchant has paid shall be repaid to him by the owner of the slave and she shall be freed.
766	Hammurabi code						False	True	False	False	False	False	False	If any one store corn for safe keeping in another person's house, and any harm happen to the corn in storage, or if the owner of the house open the granary and take some of the corn, or if especially he deny that the corn was stored in his house: then the owner of the corn shall claim his corn before God (on oath), and the owner of the house shall pay its owner for all of the corn that he took.
767	Hammurabi code						False	True	False	False	False	False	False	If any one store corn in another man's house he shall pay him storage at the rate of one gur for every five ka of corn per year.
768	Hammurabi code						False	True	False	False	False	False	False	If any one give another silver, gold, or anything else to keep, he shall show everything to some witness, draw up a contract, and then hand it over for safe keeping.
769	Hammurabi code						False	True	False	False	False	False	False	If he turn it over for safe keeping without witness or contract, and if he to whom it was given deny it, then he has no legitimate claim.
770	Hammurabi code						False	True	False	False	False	False	False	If any one deliver silver, gold, or anything else to another for safe keeping, before a witness, but he deny it, he shall be brought before a judge, and all that he has denied he shall pay in full.
771	Hammurabi code						False	True	False	False	False	False	False	If any one place his property with another for safe keeping, and there, either through thieves or robbers, his property and the property of the other man be lost, the owner of the house, through whose neglect the loss took place, shall compensate the owner for all that was given to him in charge. But the owner of the house shall try to follow up and recover his property, and take it away from the thief.
772	Hammurabi code						False	True	False	False	False	False	False	If any one who has not lost his goods state that they have been lost, and make false claims: if he claim his goods and amount of injury before God, even though he has not lost them, he shall be fully compensated for all his loss claimed. (I.e., the oath is all that is needed.)
